House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
144,Marshall Squares,Antony,Bailey,7,Son,NA,Male,Student,None,NA
145,Marshall Squares,Eleanor,Middleton,56,Head,Married,Female,TEFL teacher,None,Methodist
145,Marshall Squares,Leon,Middleton,62,Husband,Married,Male,"Scientist, audiological",None,Methodist
145,Marshall Squares,Charles,Middleton,18,Son,Single,Male,Student,None,Methodist
145,Marshall Squares,Shane,Middleton,15,Son,NA,Male,Student,None,NA
145,Marshall Squares,Hollie,Middleton,12,Daughter,NA,Female,Student,None,NA
145,Marshall Squares,Charlie,Middleton,9,Son,NA,Male,Student,None,NA
146,Marshall Squares,Sian,Pearce,46,Head,Single,Female,Unemployed,None,Methodist
146,Marshall Squares,Jeremy,Pearce,9,Son,NA,Male,Student,None,NA
147,Marshall Squares,Lynne,O'Brien,51,Head,Widowed,Female,Sport and exercise psychologist,None,None
147,Marshall Squares,Dominic,O'Brien,14,Son,NA,Male,Student,None,NA
147,Marshall Squares,Stanley,O'Brien,12,Son,NA,Male,Student,None,NA
147,Marshall Squares,Rachel,O'Brien,8,Daughter,NA,Female,Student,None,NA
147,Marshall Squares,Simon,O'Brien,8,Son,NA,Male,Student,None,NA
147,Marshall Squares,Arthur,O'Brien,4,Son,NA,Male,Child,None,NA
147,Marshall Squares,Georgia,O'Brien,1,Daughter,NA,Female,Child,None,NA
148,Marshall Squares,Heather,Wyatt,38,Head,Married,Female,Plant breeder/geneticist,None,Catholic
148,Marshall Squares,Joshua,Wyatt,35,Husband,Married,Male,"Engineer, aeronautical",None,Catholic
148,Marshall Squares,Susan,Wyatt,0,Daughter,NA,Female,Child,None,NA
148,Marshall Squares,Eileen,Taylor,46,Cousin,Single,Female,"Designer, industrial/product",None,None
148,Marshall Squares,Pauline,Smith,40,Lodger,Single,Female,Politician's assistant,None,Catholic
148,Marshall Squares,Jonathan,Taylor,62,Lodger,Single,Male,Technical brewer,None,None
149,Marshall Squares,Jodie,Patel,49,Head,Married,Female,"Engineer, civil (contracting)",None,None
149,Marshall Squares,Malcolm,Patel,51,Husband,Married,Male,Hotel manager,None,None
149,Marshall Squares,Richard,Patel,22,Son,Single,Male,University Student,None,None
149,Marshall Squares,Elliot,Patel,18,Son,Single,Male,Student,None,None
150,Marshall Squares,Owen,Douglas,65,Head,Married,Male,"Conservation officer, historic buildings",None,Christian
150,Marshall Squares,Georgina,Douglas,65,Wife,Married,Female,Land/geomatics surveyor,None,Christian
150,Marshall Squares,Jill,Roberts-Douglas,12,Granddaughter,NA,Female,Student,None,NA
150,Marshall Squares,Helen,Richards,10,Granddaughter,NA,Female,Student,None,NA
151,Marshall Squares,Alice,Cole,49,Head,Single,Female,Unemployed,None,Christian
151,Marshall Squares,Stanley,Cole,13,Son,NA,Male,Student,None,NA
152,Marshall Squares,Jill,Evans,34,Head,Single,Female,"Designer, blown glass/stained glass",None,Methodist
152,Marshall Squares,Lawrence,Scott,36,Partner,Single,Male,Arboriculturist,None,Methodist
152,Marshall Squares,Debra,Evans,4,Daughter,NA,Female,Child,None,NA
152,Marshall Squares,Martin,Evans,4,Son,NA,Male,Child,None,NA
153,Marshall Squares,Damian,Nixon,41,Head,Married,Male,Facilities manager,None,None
153,Marshall Squares,Lynn,Nixon,39,Wife,Married,Female,Statistician,None,None
153,Marshall Squares,Rosemary,Marsden,14,Step-Daughter,NA,Female,Student,None,NA
153,Marshall Squares,Danny,Thomas,13,Step-Son,NA,Male,Student,None,NA
153,Marshall Squares,Caroline,Banks,10,Step-Daughter,NA,Female,Student,None,NA
154,Marshall Squares,Aimee,Ball,68,Head,Married,Female,Retired Drilling engineer,None,Christian
154,Marshall Squares,Daniel,Ball,73,Husband,Married,Male,Retired Operational researcher,None,None
154,Marshall Squares,Hollie,Ball,43,Daughter,Single,Female,Theatre manager,None,None
154,Marshall Squares,Lee,Edwards-Ball,40,Son,Single,Male,Psychiatrist,None,Christian
154,Marshall Squares,Bryan,Edwards-Ball,36,Son,Single,Male,Herbalist,None,Christian
154,Marshall Squares,Stanley,Edwards-Ball,33,Son,Single,Male,Futures trader,None,Christian
155,Marshall Squares,Cheryl,Lawrence,55,Head,Married,Female,Veterinary surgeon,None,None
155,Marshall Squares,Connor,Lawrence,57,Husband,Married,Male,Civil Service fast streamer,None,None
155,Marshall Squares,Anne,Lawrence,22,Daughter,Widowed,Female,University Student,None,None
155,Marshall Squares,Angela,Lawrence,22,Daughter,Single,Female,University Student,None,None
155,Marshall Squares,Eleanor,Lawrence,18,Daughter,Single,Female,Student,None,None
155,Marshall Squares,Mary,Lawrence,17,Daughter,NA,Female,Student,None,NA
156,Marshall Squares,Kim,Nolan,64,Head,Married,Female,Homeopath,None,Christian
156,Marshall Squares,Bruce,Nolan,63,Husband,Married,Male,English as a second language teacher,None,Christian
156,Marshall Squares,Max,Nolan,29,Son,Widowed,Male,"Embryologist, clinical",None,None
156,Marshall Squares,Chelsea,Nolan,28,Daughter,Single,Female,Unemployed,None,None
156,Marshall Squares,Frank,Nolan,28,Son,Single,Male,Warden/ranger,None,None
156,Marshall Squares,Joyce,Nolan,1,Daughter,NA,Female,Child,None,NA
157,Marshall Squares,Angela,Stevens,62,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,Methodist
157,Marshall Squares,Kayleigh,Bond,56,None,Single,Female,Museum/gallery conservator,None,Christian
157,Marshall Squares,Jane,Matthews,48,None,Single,Female,Legal secretary,None,Catholic
157,Marshall Squares,Angela,Simpson,43,None,Single,Female,Telecommunications researcher,None,Catholic
158,Marshall Squares,Wayne,Price,57,Head,Single,Male,Artist,None,None
159,Marshall Squares,William,West,69,Head,Single,Male,"Retired Psychotherapist, dance movement",None,Christian
159,Marshall Squares,Stuart,West,35,Son,Single,Male,Sports development officer,None,None
159,Marshall Squares,Connor,West,31,Son,Single,Male,Health service manager,None,Christian
159,Marshall Squares,Jemma,West,30,Daughter,Single,Female,Building control surveyor,None,None
160,Marshall Squares,Jeremy,Wilson,26,Head,Single,Male,Fast food restaurant manager,None,None
160,Marshall Squares,Darren,Pearson,31,None,Single,Male,Building services engineer,None,None
161,Marshall Squares,Josh,Roberts,21,Head,Single,Male,University Student,None,Methodist
161,Marshall Squares,Leslie,Gill,19,None,Single,Male,University Student,None,Christian
161,Marshall Squares,Ellie,George,55,None,Single,Female,Radio broadcast assistant,None,Methodist
161,Marshall Squares,Kim,White,60,None,Single,Female,Unemployed,None,Methodist
162,Marshall Squares,Elizabeth,Bradshaw,77,Head,Married,Female,"Retired Accountant, chartered public finance",None,Christian
162,Marshall Squares,Garry,Bradshaw,77,Husband,Married,Male,Retired Actor,None,None
162,Marshall Squares,Daniel,Chambers,16,Grandson,NA,Male,Student,None,NA
162,Marshall Squares,James,Harris,13,Grandson,NA,Male,Student,None,NA
163,Marshall Squares,Lynn,Hardy,39,Head,Single,Female,"Pilot, airline",None,Catholic
163,Marshall Squares,Raymond,Chamberlain,42,None,Single,Male,IT trainer,None,Catholic
163,Marshall Squares,Tony,Anderson,58,None,Single,Male,"Programmer, systems",None,Christian
163,Marshall Squares,Josh,Thompson,49,None,Single,Male,Research scientist (medical),None,None
163,Marshall Squares,Elizabeth,Singh,33,None,Single,Female,Warden/ranger,None,None
164,Marshall Squares,Karl,Hill,49,Head,Married,Male,Sales executive,None,Christian
164,Marshall Squares,Harriet,Hill,47,Wife,Married,Female,Ceramics designer,None,Christian
164,Marshall Squares,Adrian,Hill,13,Son,NA,Male,Student,None,NA
164,Marshall Squares,Sylvia,Hill,10,Daughter,NA,Female,Student,None,NA
165,Marshall Squares,Kate,Holloway,71,Head,Widowed,Female,Unemployed,None,Christian
165,Marshall Squares,Robert,Holloway,41,Son,Divorced,Male,Interpreter,None,Christian
165,Marshall Squares,Roy,Howard,39,Son,Single,Male,"Engineer, manufacturing systems",None,None
165,Marshall Squares,Diana,Howard,37,Daughter,Divorced,Female,Unemployed,None,None
166,Marshall Squares,Shirley,Howarth,18,Head,Single,Female,University Student,None,Christian
166,Marshall Squares,Gareth,Clarke,22,None,Single,Male,University Student,None,Methodist
166,Marshall Squares,Karen,Williams,19,None,Single,Female,University Student,None,None
166,Marshall Squares,Charlotte,Gibbs,21,None,Single,Female,University Student,None,Catholic
166,Marshall Squares,Eric,Brown,21,None,Single,Male,University Student,None,None
166,Marshall Squares,Josephine,Robson,22,None,Single,Female,University Student,None,None
167,Marshall Squares,Scott,Lawrence,67,Head,Widowed,Male,"Scientist, research (life sciences)",None,Christian
168,Marshall Squares,Alex,Warren,48,Head,Married,Male,"Teacher, secondary school",None,None
168,Marshall Squares,Raymond,Warren,46,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
168,Marshall Squares,Christian,Warren,19,Son,Divorced,Male,University Student,None,None
168,Marshall Squares,Norman,Warren,16,Son,NA,Male,Student,None,NA
169,Marshall Squares,Josephine,Hughes,43,Head,Married,Female,"Engineer, land",None,None
169,Marshall Squares,Thomas,Hughes,49,Husband,Married,Male,Historic buildings inspector/conservation officer,None,None
169,Marshall Squares,Stephen,Hughes,9,Son,NA,Male,Student,None,NA
169,Marshall Squares,Sarah,Hughes,7,Daughter,NA,Female,Student,None,NA
170,Marshall Squares,Anna,Taylor,66,Head,Widowed,Female,Graphic designer,None,Christian
170,Marshall Squares,Jack,Thomas-Taylor,34,Son,Divorced,Male,Private music teacher,None,None
170,Marshall Squares,Toby,Thomas-Taylor,30,Son,Single,Male,Chartered legal executive (England and Wales),None,Christian
170,Marshall Squares,Carol,Thomas-Taylor,30,Daughter,Single,Female,Dispensing optician,None,Christian
171,Marshall Squares,Katy,Blake,52,Head,Married,Female,Oncologist,None,Christian
171,Marshall Squares,Leslie,Blake,54,Husband,Married,Male,Armed forces operational officer,None,None
171,Marshall Squares,Sylvia,Blake,24,Daughter,Single,Female,Sales promotion account executive,None,Christian
171,Marshall Squares,Catherine,Blake,17,Daughter,NA,Female,Student,None,NA
172,Marshall Squares,Melissa,McLean,50,Head,Divorced,Female,Bonds trader,None,Catholic
172,Marshall Squares,Rebecca,McLean,14,Daughter,NA,Female,Student,None,NA
172,Marshall Squares,Simon,McLean,13,Son,NA,Male,Student,None,NA
172,Marshall Squares,Pauline,McLean,9,Daughter,NA,Female,Student,None,NA
172,Marshall Squares,Paula,McLean,6,Daughter,NA,Female,Student,None,NA
172,Marshall Squares,Irene,McLean,4,Daughter,NA,Female,Child,None,NA
173,Marshall Squares,Gemma,Connolly,36,Head,Married,Female,Unemployed,None,None
173,Marshall Squares,Jake,Connolly,38,Husband,Married,Male,"Surveyor, planning and development",None,None
173,Marshall Squares,Carly,Connolly,1,Daughter,NA,Female,Child,None,NA
173,Marshall Squares,Rebecca,Lane,26,Lodger,Single,Female,Sports development officer,None,None
174,Marshall Squares,Tracy,Jenkins,61,Head,Married,Female,"Surveyor, hydrographic",None,Christian
174,Marshall Squares,Bradley,Jenkins,62,Husband,Married,Male,"Education officer, environmental",None,Christian
174,Marshall Squares,Malcolm,Jenkins,20,Son,Divorced,Male,University Student,None,None
174,Marshall Squares,Nicholas,Jenkins,17,Son,NA,Male,Student,None,NA
175,Marshall Squares,Chloe,Hunter-Payne,58,Head,Married,Female,"Pharmacist, hospital",None,Methodist
175,Marshall Squares,Maurice,Hunter-Payne,60,Husband,Married,Male,Counselling psychologist,None,None
175,Marshall Squares,Heather,Hunter-Payne,28,Daughter,Single,Female,Ship broker,None,Catholic
176,Marshall Squares,Debra,Payne,50,Head,Married,Female,"Administrator, education",None,Christian
176,Marshall Squares,Lawrence,Payne,53,Husband,Married,Male,Manufacturing systems engineer,None,Christian
176,Marshall Squares,Kirsty,Payne,14,Daughter,NA,Female,Student,None,NA
177,Marshall Squares,Geraldine,Murphy,69,Head,Widowed,Female,Retired Tax inspector,None,Methodist
178,Marshall Squares,Lauren,Clarke,41,Head,Married,Female,"Production assistant, radio",None,Methodist
178,Marshall Squares,Ronald,Clarke,43,Husband,Married,Male,Chartered management accountant,None,Methodist
178,Marshall Squares,Anne,Clarke,11,Daughter,NA,Female,Student,None,NA
178,Marshall Squares,Brian,Sutton-Clarke,7,Son,NA,Male,Student,None,NA
178,Marshall Squares,Craig,Rhodes,4,Son,NA,Male,Child,None,NA
178,Marshall Squares,Jodie,Rhodes,2,Daughter,NA,Female,Child,None,NA
179,Marshall Squares,Kim,King,33,Head,Single,Female,"Investment banker, operational",None,Methodist
179,Marshall Squares,Melanie,King,5,Daughter,NA,Female,Student,None,NA
180,Marshall Squares,Alan,Parker,22,Head,Single,Male,University Student,None,None
180,Marshall Squares,Lisa,Rogers,58,None,Single,Female,"Engineer, aeronautical",None,Catholic
180,Marshall Squares,Kevin,Baker,29,None,Single,Male,Unemployed,None,None
180,Marshall Squares,Jake,Brennan,48,None,Single,Male,Chiropractor,None,Catholic
180,Marshall Squares,Zoe,Blake,24,None,Single,Female,Medical secretary,None,Catholic
180,Marshall Squares,Janet,Marsden,32,None,Single,Female,Garment/textile technologist,None,None
181,Marshall Squares,Anne,Howard,57,Head,Married,Female,Further education lecturer,None,None
181,Marshall Squares,Nathan,Howard,54,Husband,Married,Male,Marine scientist,None,None
181,Marshall Squares,Derek,Howard,28,Son,Divorced,Male,"Nurse, mental health",None,None
181,Marshall Squares,Clifford,Howard,4,Son,NA,Male,Child,None,NA
182,Marshall Squares,Benjamin,Waters,63,Head,Married,Male,"Production assistant, television",None,Christian
182,Marshall Squares,Jodie,Waters,60,Wife,Married,Female,Petroleum engineer,None,None
182,Marshall Squares,Jill,Waters,30,Daughter,Single,Female,Wellsite geologist,None,Christian
182,Marshall Squares,Charlie,Waters,30,Son,Single,Male,Clinical psychologist,None,Christian
183,Marshall Squares,Alison,Smith,75,Head,Single,Female,Unemployed,None,Christian
184,Marshall Squares,Lydia,Wallace,55,Head,Single,Female,"Journalist, broadcasting",None,None
185,Marshall Squares,Jemma,Clarke,53,Head,Single,Female,"Engineer, control and instrumentation",None,Catholic
186,Marshall Squares,Jade,Hughes,48,Head,Married,Female,Site engineer,None,Catholic
186,Marshall Squares,Stuart,Hughes,52,Husband,Married,Male,Art gallery manager,None,Catholic
186,Marshall Squares,Sandra,Hughes,24,Daughter,Single,Female,Civil Service administrator,None,Catholic
186,Marshall Squares,Terry,Hughes,1,Son,NA,Male,Child,None,NA
187,Marshall Squares,Vanessa,Clark,49,Head,Married,Female,Environmental manager,None,None
187,Marshall Squares,Tony,Clark,53,Husband,Married,Male,"Loss adjuster, chartered",None,None
187,Marshall Squares,Abdul,Clark,15,Son,NA,Male,Student,None,NA
188,Marshall Squares,Tracy,Oliver,45,Head,Single,Female,Geographical information systems officer,None,Christian
188,Marshall Squares,Rosemary,Hughes,45,None,Single,Female,Comptroller,None,None
188,Marshall Squares,Stacey,Smith,53,None,Single,Female,Tourism officer,None,None
188,Marshall Squares,Jane,Hughes,33,None,Single,Female,Conference centre manager,None,None
189,Marshall Squares,Laura,Hutchinson,41,Head,Married,Female,Corporate investment banker,None,Catholic
189,Marshall Squares,Scott,Hutchinson,44,Husband,Married,Male,"Engineer, land",None,Catholic
189,Marshall Squares,Alexander,Hutchinson,10,Son,NA,Male,Student,None,NA
189,Marshall Squares,Jennifer,Hutchinson,8,Daughter,NA,Female,Student,None,NA
189,Marshall Squares,Eileen,Hutchinson,3,Daughter,NA,Female,Child,None,NA
190,Marshall Squares,Annette,Henry,64,Head,Married,Female,Graphic designer,None,Christian
190,Marshall Squares,Jacob,Henry,69,Husband,Married,Male,Retired Accommodation manager,None,None
190,Marshall Squares,Tracy,Henry,28,Daughter,Single,Female,Exercise physiologist,None,Christian
190,Marshall Squares,Thomas,Henry,27,Son,Divorced,Male,Fashion designer,None,None
191,Marshall Squares,Jonathan,Griffiths,36,Head,Married,Male,Hydrologist,None,Catholic
191,Marshall Squares,Alexandra,Griffiths,35,Wife,Married,Female,Energy manager,None,Catholic
191,Marshall Squares,Leslie,Griffiths,4,Son,NA,Male,Child,None,NA
191,Marshall Squares,Scott,Griffiths,0,Son,NA,Male,Child,None,NA
192,Marshall Squares,Stuart,Cooke,43,Head,Single,Male,Unemployed,None,None
192,Marshall Squares,Charlene,Cooke,12,Daughter,NA,Female,Student,None,NA
192,Marshall Squares,Jenna,Cooke,10,Daughter,NA,Female,Student,None,NA
192,Marshall Squares,Amber,Cooke,9,Daughter,NA,Female,Student,None,NA
192,Marshall Squares,Russell,Cooke,9,Son,NA,Male,Student,None,NA
193,Marshall Squares,Jane,Clements,28,Head,Single,Female,Trading standards officer,None,None
193,Marshall Squares,Annette,Clements,2,Daughter,NA,Female,Child,None,NA
193,Marshall Squares,Carolyn,Clements,0,Daughter,NA,Female,Child,None,NA
193,Marshall Squares,Alison,Scott,45,Cousin,Single,Female,"Surveyor, minerals",None,Christian
193,Marshall Squares,Tracy,Mann,28,Lodger,Divorced,Female,Sales executive,None,Christian
194,Marshall Squares,Guy,Chambers,39,Head,Divorced,Male,Freight forwarder,None,None
195,Marshall Squares,Abbie,Lowe,65,Head,Married,Female,Acupuncturist,None,Christian
195,Marshall Squares,Mitchell,Lowe,66,Husband,Married,Male,Chartered certified accountant,None,Christian
195,Marshall Squares,Georgina,Lowe,15,Adopted Granddaughter,NA,Female,Student,None,NA
196,Marshall Squares,Hannah,Cooper,46,Head,Married,Female,Secondary school teacher,None,Catholic
196,Marshall Squares,Glen,Cooper,49,Husband,Married,Male,"Scientist, biomedical",None,Catholic
196,Marshall Squares,Jasmine,Cooper,16,Daughter,NA,Female,Student,None,NA
197,Marshall Squares,Jenna,Richardson,52,Head,Single,Female,"Nurse, learning disability",None,Christian
197,Marshall Squares,Jacob,Lewis,56,Partner,Single,Male,Jewellery designer,None,Christian
197,Marshall Squares,Beverley,Richardson,14,Daughter,NA,Female,Student,None,NA
197,Marshall Squares,Dawn,Richardson,11,Daughter,NA,Female,Student,None,NA
197,Marshall Squares,Simon,Richardson,10,Son,NA,Male,Student,None,NA
198,Marshall Squares,Shaun,Evans,24,Head,Single,Male,Geographical information systems officer,None,Sikh
199,Marshall Squares,Jill,Knight,43,Head,Married,Female,"Administrator, education",None,None
199,Marshall Squares,Denis,Knight,44,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
199,Marshall Squares,Brian,Knight,16,Son,NA,Male,Student,None,NA
199,Marshall Squares,Reece,Knight,16,Son,NA,Male,Student,None,NA
199,Marshall Squares,Abigail,Knight,14,Adopted Daughter,NA,Female,Student,None,NA
199,Marshall Squares,Anna,Knight,9,Daughter,NA,Female,Student,None,NA
200,Marshall Squares,Anne,Tomlinson,29,Head,Married,Female,"Teacher, early years/pre",None,None
200,Marshall Squares,Albert,Tomlinson,32,Husband,Married,Male,Jewellery designer,None,None
200,Marshall Squares,Elliot,Tomlinson,12,Son,NA,Male,Student,None,NA
201,Marshall Squares,Janet,Andrews,61,Head,Married,Female,"Designer, ceramics/pottery",None,Catholic
201,Marshall Squares,Leslie,Andrews,57,Husband,Married,Male,Secondary school teacher,None,Catholic
201,Marshall Squares,Janet,Andrews,30,Daughter,Single,Female,"Runner, broadcasting/film/video",None,None
201,Marshall Squares,Jenna,Andrews,29,Daughter,Divorced,Female,Unemployed,None,Catholic
202,Marshall Squares,Ryan,Taylor,62,Head,Married,Male,Museum/gallery curator,None,None
202,Marshall Squares,Julie,Taylor,58,Wife,Married,Female,Science writer,None,None
202,Marshall Squares,Tracy,Taylor,21,Daughter,Single,Female,University Student,None,None
202,Marshall Squares,Jack,Taylor,9,Son,NA,Male,Student,None,NA
203,Marshall Squares,Dean,Holmes,44,Head,Single,Male,Risk analyst,None,Catholic
203,Marshall Squares,Albert,Kelly,18,None,Single,Male,Student,None,NA
203,Marshall Squares,Rosie,Marshall,47,None,Single,Female,Electrical engineer,None,None
203,Marshall Squares,Shane,Norris,62,None,Single,Male,Dietitian,None,None
204,Marshall Squares,Howard,Begum,71,Head,Married,Male,Retired Learning disability nurse,None,Catholic
204,Marshall Squares,Aimee,Begum,70,Wife,Married,Female,Retired Medical physicist,None,Catholic
205,Marshall Squares,Kathleen,Price,38,Head,Married,Female,Advice worker,None,Catholic
205,Marshall Squares,Christopher,Price,39,Husband,Married,Male,Chief Technology Officer,None,None
205,Marshall Squares,Zoe,Price,17,Daughter,NA,Female,Student,None,NA
205,Marshall Squares,Adam,Price,17,Son,NA,Male,Student,None,NA
206,Marshall Squares,Beverley,Foster,71,Head,Married,Female,Retired Personal assistant,None,Christian
206,Marshall Squares,Hugh,Foster,74,Husband,Married,Male,"Retired Therapist, drama",None,Christian
206,Marshall Squares,Wendy,Foster,35,Daughter,Single,Female,"Therapist, sports",None,Christian
206,Marshall Squares,Joyce,Foster,35,Daughter,Single,Female,Health physicist,None,Christian
207,Marshall Squares,Carl,Hunter,66,Head,Married,Male,"Runner, broadcasting/film/video",None,Catholic
207,Marshall Squares,Tracey,Hunter,63,Wife,Married,Female,Art therapist,None,Catholic
207,Marshall Squares,Abigail,Hunter,9,Granddaughter,NA,Female,Student,None,NA
207,Marshall Squares,Jasmine,Lewis,9,Granddaughter,NA,Female,Student,None,NA
207,Marshall Squares,Katy,Watts,5,Granddaughter,NA,Female,Student,None,NA
208,Marshall Squares,Lee,Wall,46,Head,Married,Male,Hospital pharmacist,None,Catholic
208,Marshall Squares,Kelly,Wall,45,Wife,Married,Female,Lobbyist,None,None
209,Marshall Squares,Charlene,Lloyd,37,Head,Single,Female,Hydrographic surveyor,None,None
209,Marshall Squares,Dean,Lloyd,13,Son,NA,Male,Student,None,NA
209,Marshall Squares,Brandon,Lloyd,10,Son,NA,Male,Student,None,NA
209,Marshall Squares,Eleanor,Lloyd,7,Daughter,NA,Female,Student,None,NA
210,Marshall Squares,Melissa,Stokes,47,Head,Married,Female,Paediatric nurse,None,Christian
210,Marshall Squares,Malcolm,Stokes,46,Husband,Married,Male,Data scientist,None,Christian
210,Marshall Squares,Callum,Stokes,16,Son,NA,Male,Student,None,NA
211,Marshall Squares,Eileen,Taylor,56,Head,Married,Female,"Psychologist, forensic",None,Christian
211,Marshall Squares,Vincent,Taylor,54,Husband,Married,Male,IT sales professional,None,Christian
211,Marshall Squares,Charlie,Taylor,17,Grandson,NA,Male,Student,None,NA
211,Marshall Squares,Natalie,Taylor,13,Granddaughter,NA,Female,Student,None,NA
212,Marshall Squares,Beth,Lewis,33,Head,Married,Female,Logistics and distribution manager,None,None
212,Marshall Squares,Nigel,Lewis,35,Husband,Married,Male,Chiropractor,None,None
212,Marshall Squares,Stephen,Lewis,6,Son,NA,Male,Student,None,NA
212,Marshall Squares,Karl,Lewis,2,Son,NA,Male,Child,Unknown Infection,NA
212,Marshall Squares,Maurice,Holt,49,Lodger,Single,Male,"Conservator, furniture",None,None
213,Marshall Squares,Wendy,Russell,51,Head,Married,Female,Learning mentor,None,None
213,Marshall Squares,Lee,Russell,50,Husband,Married,Male,"Lecturer, higher education",None,None
213,Marshall Squares,Allan,Russell,11,Son,NA,Male,Student,None,NA
213,Marshall Squares,Teresa,Russell,9,Daughter,NA,Female,Student,None,NA
214,Marshall Squares,Grace,Davies,56,Head,Single,Female,"Editor, commissioning",None,None
215,Marshall Squares,Amelia,Moss,57,Head,Single,Female,"Engineer, water",None,Christian
215,Marshall Squares,Charlie,Collins,41,None,Single,Male,Biomedical scientist,None,Christian
215,Marshall Squares,Heather,Powell,61,None,Single,Female,Building control surveyor,None,Jewish
216,Marshall Squares,Brenda,Jones,68,Head,Widowed,Female,Retired Senior tax professional/tax inspector,None,Christian
217,Marshall Squares,Rebecca,Anderson,35,Head,Widowed,Female,"Surveyor, hydrographic",None,Christian
217,Marshall Squares,Rachel,Anderson,4,Daughter,NA,Female,Child,None,NA
217,Marshall Squares,Joshua,Anderson,0,Son,NA,Male,Child,None,NA
218,Marshall Squares,Harriet,Walters,32,Head,Married,Female,Quantity surveyor,None,None
218,Marshall Squares,Keith,Walters,32,Husband,Married,Male,Chartered legal executive (England and Wales),None,None
218,Marshall Squares,Marie,Green,26,Lodger,Widowed,Female,"Teacher, music",None,None
218,Marshall Squares,Graham,Barker,44,Sibling,Divorced,Male,Ambulance person,None,None
219,Marshall Squares,Stacey,Gill,59,Head,Divorced,Female,Unemployed,None,None
219,Marshall Squares,Lucy,Gill,32,Daughter,Widowed,Female,"Physicist, medical",None,None
219,Marshall Squares,Derek,Gill,31,Son,Single,Male,Plant breeder/geneticist,None,None
219,Marshall Squares,Jacob,Gill,30,Son,Single,Male,"Journalist, newspaper",None,None
220,Marshall Squares,Lynda,Palmer,48,Head,Married,Female,Immigration officer,None,Methodist
220,Marshall Squares,Jeffrey,Palmer,49,Husband,Married,Male,"Investment banker, operational",None,Methodist
220,Marshall Squares,Hugh,Palmer,19,Son,Divorced,Male,University Student,None,Methodist
220,Marshall Squares,Phillip,Palmer,15,Son,NA,Male,Student,None,NA
221,Marshall Squares,Eric,George,44,Head,Married,Male,"Engineer, technical sales",None,Christian
221,Marshall Squares,Victoria,George,42,Wife,Married,Female,Mudlogger,None,Christian
221,Marshall Squares,Martin,Dawson-George,3,Son,NA,Male,Child,None,NA
221,Marshall Squares,Elizabeth,Dawson-George,3,Daughter,NA,Female,Child,None,NA
221,Marshall Squares,Jane,Dawson-George,0,Daughter,NA,Female,Child,None,NA
222,Marshall Squares,Frances,Spencer,48,Head,Married,Female,"Merchandiser, retail",None,None
222,Marshall Squares,Elliot,Spencer,55,Husband,Married,Male,Sports administrator,None,None
222,Marshall Squares,Eric,Spencer,18,Son,Single,Male,Student,None,None
222,Marshall Squares,Rebecca,Spencer,13,Daughter,NA,Female,Student,None,NA
223,Marshall Squares,Kathryn,Khan,39,Head,Single,Female,Unemployed,None,Catholic
223,Marshall Squares,Debra,Khan,14,Daughter,NA,Female,Student,None,NA
223,Marshall Squares,Kayleigh,Khan,10,Daughter,NA,Female,Student,None,NA
223,Marshall Squares,Irene,Khan,2,Daughter,NA,Female,Child,None,NA
224,Marshall Squares,Allan,Long,34,Head,Married,Male,"Surveyor, planning and development",None,None
224,Marshall Squares,Jemma,Long,32,Wife,Married,Female,"Designer, interior/spatial",None,None
224,Marshall Squares,Leah,Long,6,Daughter,NA,Female,Student,None,NA
224,Marshall Squares,Sam,Long,6,Son,NA,Male,Student,None,NA
225,Marshall Squares,Jane,Metcalfe,38,Head,Single,Female,Logistics and distribution manager,None,Catholic
225,Marshall Squares,Marc,Hill,38,Partner,Single,Male,"Administrator, local government",None,Catholic
225,Marshall Squares,Aaron,Metcalfe,8,Son,NA,Male,Student,None,NA
226,Marshall Squares,Jean,Morris,43,Head,Married,Female,"Doctor, general practice",None,Christian
226,Marshall Squares,Frank,Morris,42,Husband,Married,Male,Theme park manager,None,Christian
226,Marshall Squares,Chelsea,Gallagher,50,Lodger,Single,Female,Public affairs consultant,None,Methodist
226,Marshall Squares,Claire,Cross,60,Lodger,Divorced,Female,Sub,None,None
226,Marshall Squares,Jodie,Young,32,Lodger,Single,Female,"Engineer, manufacturing",None,None
227,Marshall Squares,Abdul,Barry,56,Head,Divorced,Male,Unemployed,None,Christian
227,Marshall Squares,Ellie,Barry,17,Daughter,NA,Female,Student,None,NA
227,Marshall Squares,Kevin,Barry,17,Son,NA,Male,Student,None,NA
227,Marshall Squares,Lee,Barry,14,Son,NA,Male,Student,None,NA
227,Marshall Squares,Howard,Barry,11,Son,NA,Male,Student,None,NA
228,Marshall Squares,Marie,Jones,68,Head,Widowed,Female,Retired Media buyer,None,Muslim
228,Marshall Squares,Kelly,Jones,32,Daughter,Divorced,Female,Regulatory affairs officer,None,Muslim
228,Marshall Squares,Mitchell,Jones,32,Son,Single,Male,Media planner,None,Muslim
228,Marshall Squares,Jodie,Jones,32,Daughter,Single,Female,Ergonomist,None,None
